datetime,msn,location,daily_consumption_load,energy_supplied,energy_billed,Temperature (deg_C),,,,
02-01-2021 21:30,7F6ACD62,Delhi,4.42,4.88,4.61,23,,,,
02-01-2021 21:45,7F6ACD62,Delhi,0.75,0.79,0.78,31,,,,
02-01-2021 22:00,7F6ACD62,Delhi,1.46,1.64,1.42,13,,,,
02-01-2021 22:15,7F6ACD62,Delhi,4,4.48,3.84,18,,,,
02-01-2021 22:30,7F6ACD62,Delhi,4.59,4.69,4.4,32,,,,
02-01-2021 22:45,7F6ACD62,Delhi,1.24,1.29,1.22,10,,,,
02-01-2021 23:00,7F6ACD62,Delhi,0.86,0.95,0.87,25,,,,
02-01-2021 23:15,7F6ACD62,Delhi,0.66,0.8,0.69,20,,,,
02-01-2021 23:30,7F6ACD62,Delhi,2.22,2.27,2.27,32,,,,
02-01-2021 23:45,7F6ACD62,Delhi,4.58,4.69,4.55,24,,,,
03-01-2021 00:00,7F6ACD62,Delhi,0.8,0.77,0.77,27,,,,
03-01-2021 00:15,7F6ACD62,Delhi,0.95,1.02,0.92,30,,,,
03-01-2021 00:30,7F6ACD62,Delhi,3,3.35,3.08,28,,,,
03-01-2021 00:45,7F6ACD62,Delhi,2.31,2.43,2.37,40,,,,
03-01-2021 01:00,7F6ACD62,Delhi,3.61,3.67,3.46,25,,,,
03-01-2021 01:15,7F6ACD62,Delhi,1.43,1.54,1.4,21,,,,
03-01-2021 01:30,7F6ACD62,Delhi,2.7,2.9,2.78,18,,,,
03-01-2021 01:45,7F6ACD62,Delhi,1.94,1.94,1.88,32,,,,
03-01-2021 02:00,7F6ACD62,Delhi,1.36,1.42,1.4,14,,,,
03-01-2021 02:15,7F6ACD62,Delhi,1.68,1.82,1.6,29,,,,
03-01-2021 02:30,7F6ACD62,Delhi,3.87,4.72,4.06,16,,,,
03-01-2021 02:45,7F6ACD62,Delhi,1.26,1.41,1.25,29,,,,
03-01-2021 03:00,7F6ACD62,Delhi,3.28,3.62,3.3,24,,,,
03-01-2021 03:15,7F6ACD62,Delhi,4.76,4.72,4.53,28,,,,
03-01-2021 03:30,7F6ACD62,Delhi,2.33,2.45,2.3,13,,,,
03-01-2021 03:45,7F6ACD62,Delhi,2.13,2.11,2.05,30,,,,
03-01-2021 04:00,7F6ACD62,Delhi,2.75,3.07,2.82,36,,,,
03-01-2021 04:15,7F6ACD62,Delhi,0.46,0.52,0.47,16,,,,
03-01-2021 04:30,7F6ACD62,Delhi,4.33,4.98,4.52,38,,,,
03-01-2021 04:45,7F6ACD62,Delhi,1.1,1.24,1.07,26,,,,
03-01-2021 05:00,7F6ACD62,Delhi,0.72,0.76,0.72,12,,,,
03-01-2021 05:15,7F6ACD62,Delhi,2.03,2.13,1.99,16,,,,
03-01-2021 05:30,7F6ACD62,Delhi,3.29,3.62,3.25,37,,,,
03-01-2021 05:45,7F6ACD62,Delhi,3.02,3.3,3.11,29,,,,
03-01-2021 06:00,7F6ACD62,Delhi,3.74,4.05,3.77,38,,,,
03-01-2021 06:15,7F6ACD62,Delhi,4.13,4.7,4.03,37,,,,
03-01-2021 06:30,7F6ACD62,Delhi,1.22,1.2,1.17,38,,,,
03-01-2021 06:45,7F6ACD62,Delhi,4.24,4.81,4.18,17,,,,
03-01-2021 07:00,7F6ACD62,Delhi,0.99,1.12,1.02,12,,,,
03-01-2021 07:15,7F6ACD62,Delhi,0.97,1.06,0.98,25,,,,
03-01-2021 07:30,7F6ACD62,Delhi,3.22,3.56,3.31,38,,,,
03-01-2021 07:45,7F6ACD62,Delhi,3.62,3.81,3.75,30,,,,
03-01-2021 08:00,7F6ACD62,Delhi,2.2,2.27,2.26,25,,,,
03-01-2021 08:15,7F6ACD62,Delhi,3.33,3.76,3.27,16,,,,
03-01-2021 08:30,7F6ACD62,Delhi,4.36,4.67,4.16,26,,,,
03-01-2021 08:45,7F6ACD62,Delhi,4.41,4.65,4.6,39,,,,
03-01-2021 09:00,7F6ACD62,Delhi,0.8,0.88,0.81,30,,,,
03-01-2021 09:15,7F6ACD62,Delhi,2.56,2.8,2.56,36,,,,
03-01-2021 09:30,7F6ACD62,Delhi,0.9,1.02,0.88,22,,,,
03-01-2021 09:45,7F6ACD62,Delhi,2.28,2.58,2.31,12,,,,
03-01-2021 10:00,7F6ACD62,Delhi,1.43,1.6,1.44,33,,,,
03-01-2021 10:15,7F6ACD62,Delhi,3.92,3.89,3.83,36,,,,
03-01-2021 10:30,7F6ACD62,Delhi,2.99,3.01,2.94,34,,,,
03-01-2021 10:45,7F6ACD62,Delhi,0.92,0.96,0.91,12,,,,
03-01-2021 11:00,7F6ACD62,Delhi,0.97,1.16,0.99,10,,,,
03-01-2021 11:15,7F6ACD62,Delhi,2.11,2.32,2.21,27,,,,
03-01-2021 11:30,7F6ACD62,Delhi,1.05,1.18,1.08,32,,,,
03-01-2021 11:45,7F6ACD62,Delhi,0.96,1.1,0.97,17,,,,
03-01-2021 12:00,7F6ACD62,Delhi,1.47,1.55,1.45,40,,,,
03-01-2021 12:15,7F6ACD62,Delhi,2.83,3.28,2.85,18,,,,
03-01-2021 12:30,7F6ACD62,Delhi,2.99,3.28,3.01,35,,,,
03-01-2021 12:45,7F6ACD62,Delhi,1.42,1.59,1.45,26,,,,
03-01-2021 13:00,7F6ACD62,Delhi,2.93,3.1,3.08,33,,,,
03-01-2021 13:15,7F6ACD62,Delhi,2.7,2.76,2.66,39,,,,
03-01-2021 13:30,7F6ACD62,Delhi,3.58,3.83,3.62,25,,,,
03-01-2021 13:45,7F6ACD62,Delhi,4.22,4.66,4.35,15,,,,
03-01-2021 14:00,7F6ACD62,Delhi,0.82,0.98,0.86,35,,,,
03-01-2021 14:15,7F6ACD62,Delhi,2.29,2.5,2.25,30,,,,
03-01-2021 14:30,7F6ACD62,Delhi,2.61,2.84,2.65,37,,,,
03-01-2021 14:45,7F6ACD62,Delhi,4.47,4.99,4.56,17,,,,
03-01-2021 15:00,7F6ACD62,Delhi,3.32,3.4,3.18,24,,,,
03-01-2021 15:15,7F6ACD62,Delhi,2.21,2.34,2.15,13,,,,
03-01-2021 15:30,7F6ACD62,Delhi,0.82,0.92,0.82,17,,,,
03-01-2021 15:45,7F6ACD62,Delhi,1.84,2.09,1.81,22,,,,
03-01-2021 16:00,7F6ACD62,Delhi,2.44,2.58,2.4,33,,,,
03-01-2021 16:15,7F6ACD62,Delhi,4.16,4.35,4.04,25,,,,
03-01-2021 16:30,7F6ACD62,Delhi,1.03,1.06,1.03,27,,,,
03-01-2021 16:45,7F6ACD62,Delhi,1.94,2.22,1.97,21,,,,
03-01-2021 17:00,7F6ACD62,Delhi,0.95,1.11,0.98,17,,,,
03-01-2021 17:15,7F6ACD62,Delhi,1.17,1.25,1.14,18,,,,
03-01-2021 17:30,7F6ACD62,Delhi,4.86,4.76,4.74,32,,,,
03-01-2021 17:45,7F6ACD62,Delhi,2.5,2.47,2.43,35,,,,
03-01-2021 18:00,7F6ACD62,Delhi,3.82,4.45,3.79,12,,,,
03-01-2021 18:15,7F6ACD62,Delhi,1.72,1.84,1.79,30,,,,
03-01-2021 18:30,7F6ACD62,Delhi,4.32,4.2,4.12,15,,,,
03-01-2021 18:45,7F6ACD62,Delhi,4.11,4.65,4.24,39,,,,
03-01-2021 19:00,7F6ACD62,Delhi,2.42,2.62,2.44,22,,,,
03-01-2021 19:15,7F6ACD62,Delhi,3.95,3.98,3.84,16,,,,
03-01-2021 19:30,7F6ACD62,Delhi,2.68,2.84,2.72,30,,,,
03-01-2021 19:45,7F6ACD62,Delhi,0.77,0.8,0.78,29,,,,
03-01-2021 20:00,7F6ACD62,Delhi,1.54,1.71,1.58,11,,,,
03-01-2021 20:15,7F6ACD62,Delhi,3.42,3.88,3.57,31,,,,
03-01-2021 20:30,7F6ACD62,Delhi,2.98,3.03,2.87,34,,,,
03-01-2021 20:45,7F6ACD62,Delhi,3.02,3.26,3.16,18,,,,
03-01-2021 21:00,7F6ACD62,Delhi,1.63,1.64,1.57,31,,,,
03-01-2021 21:15,7F6ACD62,Delhi,4.53,4.68,4.49,35,,,,
03-01-2021 21:30,7F6ACD62,Delhi,1.06,1.14,1.07,29,,,,
03-01-2021 21:45,7F6ACD62,Delhi,1.82,1.89,1.83,13,,,,
03-01-2021 22:00,7F6ACD62,Delhi,3.54,3.54,3.46,30,,,,
03-01-2021 22:15,7F6ACD62,Delhi,4.22,4.29,4.14,20,,,,
03-01-2021 22:30,7F6ACD62,Delhi,3.65,4.26,3.66,13,,,,
03-01-2021 22:45,7F6ACD62,Delhi,4.38,4.81,4.2,20,,,,
03-01-2021 23:00,7F6ACD62,Delhi,3.74,3.94,3.58,28,,,,
03-01-2021 23:15,7F6ACD62,Delhi,0.71,0.76,0.69,17,,,,
03-01-2021 23:30,7F6ACD62,Delhi,1.76,2.03,1.76,10,,,,
03-01-2021 23:45,7F6ACD62,Delhi,2.37,2.49,2.33,34,,,,
04-01-2021 00:00,7F6ACD62,Delhi,3.55,3.43,3.41,31,,,,
04-01-2021 00:15,7F6ACD62,Delhi,1.47,1.71,1.52,22,,,,
04-01-2021 00:30,7F6ACD62,Delhi,3.9,3.93,3.73,29,,,,
04-01-2021 00:45,7F6ACD62,Delhi,0.89,1.05,0.9,24,,,,
04-01-2021 01:00,7F6ACD62,Delhi,0.66,0.74,0.63,19,,,,
04-01-2021 01:15,7F6ACD62,Delhi,0.92,0.97,0.9,35,,,,
04-01-2021 01:30,7F6ACD62,Delhi,3.1,3.47,3.2,35,,,,
04-01-2021 01:45,7F6ACD62,Delhi,2.59,2.84,2.62,22,,,,
04-01-2021 02:00,7F6ACD62,Delhi,2.79,3.33,2.87,37,,,,
04-01-2021 02:15,7F6ACD62,Delhi,3.64,3.91,3.79,36,,,,
04-01-2021 02:30,7F6ACD62,Delhi,3.13,3.53,3.18,28,,,,
04-01-2021 02:45,7F6ACD62,Delhi,0.98,0.99,0.96,26,,,,
04-01-2021 03:00,7F6ACD62,Delhi,2.17,2.39,2.08,33,,,,
04-01-2021 03:15,7F6ACD62,Delhi,3.92,4.38,4.02,14,,,,
04-01-2021 03:30,7F6ACD62,Delhi,2.61,2.84,2.59,25,,,,
04-01-2021 03:45,7F6ACD62,Delhi,1.36,1.55,1.34,16,,,,
04-01-2021 04:00,7F6ACD62,Delhi,3.23,3.2,3.14,15,,,,
04-01-2021 04:15,7F6ACD62,Delhi,4.06,4.37,4.11,26,,,,
04-01-2021 04:30,7F6ACD62,Delhi,1.8,1.84,1.79,19,,,,
04-01-2021 04:45,7F6ACD62,Delhi,2.53,3.02,2.64,21,,,,
04-01-2021 05:00,7F6ACD62,Delhi,1.2,1.25,1.18,30,,,,
04-01-2021 05:15,7F6ACD62,Delhi,4.19,4.05,4.05,39,,,,
04-01-2021 05:30,7F6ACD62,Delhi,0.82,0.93,0.82,36,,,,
04-01-2021 05:45,7F6ACD62,Delhi,0.69,0.7,0.67,20,,,,
04-01-2021 06:00,7F6ACD62,Delhi,4.32,4.61,4.21,34,,,,
04-01-2021 06:15,7F6ACD62,Delhi,1.95,2.07,1.93,27,,,,
04-01-2021 06:30,7F6ACD62,Delhi,0.76,0.77,0.74,32,,,,
04-01-2021 06:45,7F6ACD62,Delhi,3.22,3.51,3.2,28,,,,
04-01-2021 07:00,7F6ACD62,Delhi,0.96,1.13,0.96,34,,,,
04-01-2021 07:15,7F6ACD62,Delhi,2.51,2.79,2.47,17,,,,
04-01-2021 07:30,7F6ACD62,Delhi,3.37,3.75,3.32,21,,,,
04-01-2021 07:45,7F6ACD62,Delhi,4.23,4.27,4.18,38,,,,
04-01-2021 08:00,7F6ACD62,Delhi,2.44,2.67,2.39,13,,,,
04-01-2021 08:15,7F6ACD62,Delhi,3.68,4.07,3.7,24,,,,
04-01-2021 08:30,7F6ACD62,Delhi,2.76,3.16,2.71,40,,,,
04-01-2021 08:45,7F6ACD62,Delhi,2.97,3.17,3.12,16,,,,
04-01-2021 09:00,7F6ACD62,Delhi,3.3,3.7,3.27,28,,,,
04-01-2021 09:15,7F6ACD62,Delhi,3.27,3.91,3.33,25,,,,
04-01-2021 09:30,7F6ACD62,Delhi,4.14,4.71,4.07,20,,,,
04-01-2021 09:45,7F6ACD62,Delhi,1.82,1.87,1.85,14,,,,
04-01-2021 10:00,7F6ACD62,Delhi,1.84,2.21,1.93,16,,,,
04-01-2021 10:15,7F6ACD62,Delhi,1.15,1.28,1.15,11,,,,
04-01-2021 10:30,7F6ACD62,Delhi,3.28,3.38,3.23,36,,,,
04-01-2021 10:45,7F6ACD62,Delhi,1.99,2.09,2.07,34,,,,
04-01-2021 11:00,7F6ACD62,Delhi,4.36,4.95,4.41,20,,,,
04-01-2021 11:15,7F6ACD62,Delhi,2.39,2.45,2.41,24,,,,
04-01-2021 11:30,7F6ACD62,Delhi,1.27,1.46,1.27,40,,,,
04-01-2021 11:45,7F6ACD62,Delhi,0.81,0.91,0.78,20,,,,
04-01-2021 12:00,7F6ACD62,Delhi,3.66,3.77,3.57,40,,,,
04-01-2021 12:15,7F6ACD62,Delhi,1.75,1.84,1.8,26,,,,
04-01-2021 12:30,7F6ACD62,Delhi,1.06,1.12,1.07,33,,,,
04-01-2021 12:45,7F6ACD62,Delhi,1.53,1.76,1.53,12,,,,
04-01-2021 13:00,7F6ACD62,Delhi,1.34,1.43,1.33,28,,,,
04-01-2021 13:15,7F6ACD62,Delhi,3.88,4.08,4.02,18,,,,
04-01-2021 13:30,7F6ACD62,Delhi,1.1,1.25,1.11,25,,,,
04-01-2021 13:45,7F6ACD62,Delhi,1.58,1.66,1.52,37,,,,
04-01-2021 14:00,7F6ACD62,Delhi,1.48,1.53,1.47,40,,,,
04-01-2021 14:15,7F6ACD62,Delhi,0.52,0.53,0.51,20,,,,
04-01-2021 14:30,7F6ACD62,Delhi,1.26,1.42,1.24,16,,,,
04-01-2021 14:45,7F6ACD62,Delhi,4.55,4.79,4.42,16,,,,
04-01-2021 15:00,7F6ACD62,Delhi,0.87,1.01,0.86,19,,,,
04-01-2021 15:15,7F6ACD62,Delhi,3.76,4.15,3.86,12,,,,
04-01-2021 15:30,7F6ACD62,Delhi,3.87,3.79,3.78,18,,,,
04-01-2021 15:45,7F6ACD62,Delhi,1.88,2.02,1.91,22,,,,
04-01-2021 16:00,7F6ACD62,Delhi,3.51,4.05,3.69,24,,,,
04-01-2021 16:15,7F6ACD62,Delhi,0.65,0.63,0.63,25,,,,
04-01-2021 16:30,7F6ACD62,Delhi,2.47,2.96,2.57,24,,,,
04-01-2021 16:45,7F6ACD62,Delhi,1.28,1.53,1.33,12,,,,
04-01-2021 17:00,7F6ACD62,Delhi,2.76,2.96,2.74,12,,,,
04-01-2021 17:15,7F6ACD62,Delhi,2.11,2.15,2.09,37,,,,
04-01-2021 17:30,7F6ACD62,Delhi,2.02,1.93,1.93,20,,,,
04-01-2021 17:45,7F6ACD62,Delhi,3.14,3.88,3.3,39,,,,
04-01-2021 18:00,7F6ACD62,Delhi,3.94,4.38,3.95,17,,,,
04-01-2021 18:15,7F6ACD62,Delhi,4.58,4.97,4.82,37,,,,
04-01-2021 18:30,7F6ACD62,Delhi,1.76,1.84,1.83,19,,,,
04-01-2021 18:45,7F6ACD62,Delhi,1.85,2.11,1.9,27,,,,
04-01-2021 19:00,7F6ACD62,Delhi,0.72,0.76,0.69,16,,,,
04-01-2021 19:15,7F6ACD62,Delhi,3.12,3.53,3,20,,,,
04-01-2021 19:30,7F6ACD62,Delhi,1.2,1.34,1.23,14,,,,
04-01-2021 19:45,7F6ACD62,Delhi,3.9,4.52,4.09,13,,,,
04-01-2021 20:00,7F6ACD62,Delhi,1.89,2.12,1.81,39,,,,
04-01-2021 20:15,7F6ACD62,Delhi,4.7,4.95,4.66,26,,,,
04-01-2021 20:30,7F6ACD62,Delhi,2.6,2.62,2.59,14,,,,
04-01-2021 20:45,7F6ACD62,Delhi,1.67,1.63,1.61,27,,,,
04-01-2021 21:00,7F6ACD62,Delhi,2.73,2.86,2.8,38,,,,
04-01-2021 21:15,7F6ACD62,Delhi,0.53,0.61,0.55,23,,,,
04-01-2021 21:30,7F6ACD62,Delhi,1.49,1.56,1.49,36,,,,
04-01-2021 21:45,7F6ACD62,Delhi,1.69,1.82,1.64,23,,,,
04-01-2021 22:00,7F6ACD62,Delhi,4.43,4.76,4.35,30,,,,
04-01-2021 22:15,7F6ACD62,Delhi,3.19,3.57,3.18,32,,,,
04-01-2021 22:30,7F6ACD62,Delhi,2.23,2.34,2.18,30,,,,
04-01-2021 22:45,7F6ACD62,Delhi,2.79,3,2.83,12,,,,
04-01-2021 23:00,7F6ACD62,Delhi,4.09,4.42,3.93,36,,,,
04-01-2021 23:15,7F6ACD62,Delhi,3.79,4.31,3.97,29,,,,
04-01-2021 23:30,7F6ACD62,Delhi,3.17,3.5,3.19,22,,,,
04-01-2021 23:45,7F6ACD62,Delhi,0.77,0.8,0.76,24,,,,
05-01-2021 00:00,7F6ACD62,Delhi,1.53,1.56,1.47,15,,,,
05-01-2021 00:15,7F6ACD62,Delhi,3.24,3.57,3.28,24,,,,
05-01-2021 00:30,7F6ACD62,Delhi,2.4,2.58,2.34,28,,,,
05-01-2021 00:45,7F6ACD62,Delhi,3.65,3.62,3.56,26,,,,
05-01-2021 01:00,7F6ACD62,Delhi,3.16,3.63,3.18,37,,,,
05-01-2021 01:15,7F6ACD62,Delhi,0.74,0.89,0.77,38,,,,
05-01-2021 01:30,7F6ACD62,Delhi,1.79,1.88,1.8,13,,,,
05-01-2021 01:45,7F6ACD62,Delhi,3.35,3.98,3.4,17,,,,
05-01-2021 02:00,7F6ACD62,Delhi,4.12,4.93,4.22,23,,,,
05-01-2021 02:15,7F6ACD62,Delhi,2.92,3.06,2.8,36,,,,
05-01-2021 02:30,7F6ACD62,Delhi,0.71,0.75,0.72,40,,,,
05-01-2021 02:45,7F6ACD62,Delhi,3.06,3.35,3.02,26,,,,
05-01-2021 03:00,7F6ACD62,Delhi,3.76,4.44,3.79,14,,,,
05-01-2021 03:15,7F6ACD62,Delhi,4.4,4.26,4.25,32,,,,
05-01-2021 03:30,7F6ACD62,Delhi,4.24,4.86,4.28,38,,,,
05-01-2021 03:45,7F6ACD62,Delhi,0.49,0.52,0.51,37,,,,
05-01-2021 04:00,7F6ACD62,Delhi,3.22,3.58,3.32,10,,,,
05-01-2021 04:15,7F6ACD62,Delhi,3.15,3.14,3.05,33,,,,
05-01-2021 04:30,7F6ACD62,Delhi,3.14,3.07,3.02,19,,,,
05-01-2021 04:45,7F6ACD62,Delhi,1.79,2.21,1.88,17,,,,
05-01-2021 05:00,7F6ACD62,Delhi,0.85,0.88,0.81,25,,,,
05-01-2021 05:15,7F6ACD62,Delhi,0.47,0.5,0.48,30,,,,
05-01-2021 05:30,7F6ACD62,Delhi,3.64,4.02,3.54,40,,,,
05-01-2021 05:45,7F6ACD62,Delhi,2.39,2.36,2.3,16,,,,
05-01-2021 06:00,7F6ACD62,Delhi,2.09,2.29,2.01,33,,,,
05-01-2021 06:15,7F6ACD62,Delhi,4.29,4.98,4.46,14,,,,
05-01-2021 06:30,7F6ACD62,Delhi,0.84,0.89,0.87,37,,,,
05-01-2021 06:45,7F6ACD62,Delhi,4.36,4.57,4.16,19,,,,
05-01-2021 07:00,7F6ACD62,Delhi,3.8,4,3.98,24,,,,
05-01-2021 07:15,7F6ACD62,Delhi,2.83,2.95,2.89,31,,,,
05-01-2021 07:30,7F6ACD62,Delhi,3.63,3.9,3.5,32,,,,
05-01-2021 07:45,7F6ACD62,Delhi,1.52,1.61,1.52,30,,,,
05-01-2021 08:00,7F6ACD62,Delhi,3.86,4.13,4.01,37,,,,
05-01-2021 08:15,7F6ACD62,Delhi,1.86,2.01,1.93,40,,,,
05-01-2021 08:30,7F6ACD62,Delhi,0.47,0.52,0.46,23,,,,
05-01-2021 08:45,7F6ACD62,Delhi,2.73,3.08,2.69,33,,,,
05-01-2021 09:00,7F6ACD62,Delhi,3.2,3.23,3.19,21,,,,
05-01-2021 09:15,7F6ACD62,Delhi,0.74,0.84,0.74,35,,,,
05-01-2021 09:30,7F6ACD62,Delhi,3.02,3.55,3.03,10,,,,
05-01-2021 09:45,7F6ACD62,Delhi,2.03,2.21,1.97,19,,,,
05-01-2021 10:00,7F6ACD62,Delhi,4.09,4.59,3.94,34,,,,
05-01-2021 10:15,7F6ACD62,Delhi,0.99,1.07,1.01,15,,,,
05-01-2021 10:30,7F6ACD62,Delhi,1.22,1.39,1.22,36,,,,
05-01-2021 10:45,7F6ACD62,Delhi,3.38,3.35,3.33,19,,,,
05-01-2021 11:00,7F6ACD62,Delhi,1.86,1.85,1.79,29,,,,
05-01-2021 11:15,7F6ACD62,Delhi,2.99,3.61,3.12,38,,,,
05-01-2021 11:30,7F6ACD62,Delhi,0.66,0.78,0.68,28,,,,
05-01-2021 11:45,7F6ACD62,Delhi,1.06,1.13,1.03,36,,,,
05-01-2021 12:00,7F6ACD62,Delhi,3.41,4.15,3.57,18,,,,
05-01-2021 12:15,7F6ACD62,Delhi,2.61,2.78,2.61,26,,,,
05-01-2021 12:30,7F6ACD62,Delhi,2.06,2.17,1.98,15,,,,
05-01-2021 12:45,7F6ACD62,Delhi,2.72,3.13,2.82,19,,,,
05-01-2021 13:00,7F6ACD62,Delhi,1.32,1.44,1.3,15,,,,
05-01-2021 13:15,7F6ACD62,Delhi,3.78,4.06,3.87,31,,,,
05-01-2021 13:30,7F6ACD62,Delhi,1.54,1.63,1.49,39,,,,
05-01-2021 13:45,7F6ACD62,Delhi,4.37,4.82,4.43,25,,,,
05-01-2021 14:00,7F6ACD62,Delhi,3.96,4.15,3.97,27,,,,
05-01-2021 14:15,7F6ACD62,Delhi,2.55,3.07,2.64,27,,,,
05-01-2021 14:30,7F6ACD62,Delhi,3.25,3.37,3.17,25,,,,
05-01-2021 14:45,7F6ACD62,Delhi,1.07,1.08,1.04,40,,,,
05-01-2021 15:00,7F6ACD62,Delhi,4.93,4.9,4.71,10,,,,
05-01-2021 15:15,7F6ACD62,Delhi,1.74,1.93,1.67,12,,,,
05-01-2021 15:30,7F6ACD62,Delhi,0.5,0.55,0.52,37,,,,
05-01-2021 15:45,7F6ACD62,Delhi,0.5,0.55,0.52,25,,,,
05-01-2021 16:00,7F6ACD62,Delhi,1.57,1.63,1.63,22,,,,
05-01-2021 16:15,7F6ACD62,Delhi,2.31,2.68,2.4,12,,,,
05-01-2021 16:30,7F6ACD62,Delhi,2.97,3.01,2.85,18,,,,
05-01-2021 16:45,7F6ACD62,Delhi,3.44,4.02,3.49,19,,,,
05-01-2021 17:00,7F6ACD62,Delhi,0.57,0.58,0.55,23,,,,
05-01-2021 17:15,7F6ACD62,Delhi,4.21,4.99,4.43,30,,,,
05-01-2021 17:30,7F6ACD62,Delhi,3.87,4.09,3.81,14,,,,
05-01-2021 17:45,7F6ACD62,Delhi,0.97,1.12,1,30,,,,
05-01-2021 18:00,7F6ACD62,Delhi,4.73,4.87,4.51,36,,,,
05-01-2021 18:15,7F6ACD62,Delhi,4.31,4.72,4.21,35,,,,
05-01-2021 18:30,7F6ACD62,Delhi,1.45,1.5,1.44,40,,,,
05-01-2021 18:45,7F6ACD62,Delhi,4.86,5,4.71,26,,,,
05-01-2021 19:00,7F6ACD62,Delhi,4.02,4.06,4.06,15,,,,
05-01-2021 19:15,7F6ACD62,Delhi,0.98,1.12,1,21,,,,
05-01-2021 19:30,7F6ACD62,Delhi,5.08,4.88,4.87,10,,,,
05-01-2021 19:45,7F6ACD62,Delhi,4.47,4.71,4.63,26,,,,
05-01-2021 20:00,7F6ACD62,Delhi,1.91,2.25,1.95,10,,,,
05-01-2021 20:15,7F6ACD62,Delhi,2.33,2.3,2.25,31,,,,
05-01-2021 20:30,7F6ACD62,Delhi,2.11,2.29,2.17,37,,,,
05-01-2021 20:45,7F6ACD62,Delhi,2.23,2.33,2.31,38,,,,
05-01-2021 21:00,7F6ACD62,Delhi,0.51,0.58,0.51,24,,,,
05-01-2021 21:15,7F6ACD62,Delhi,0.62,0.63,0.62,20,,,,
05-01-2021 21:30,7F6ACD62,Delhi,4.11,4.13,3.93,32,,,,
05-01-2021 21:45,7F6ACD62,Delhi,3.09,3.62,3.09,33,,,,
05-01-2021 22:00,7F6ACD62,Delhi,3.31,3.28,3.27,28,,,,
05-01-2021 22:15,7F6ACD62,Delhi,1.97,2.16,2,26,,,,
05-01-2021 22:30,7F6ACD62,Delhi,3.16,3.52,3.2,29,,,,
05-01-2021 22:45,7F6ACD62,Delhi,4.1,4.63,4.2,29,,,,
05-01-2021 23:00,7F6ACD62,Delhi,2.05,2.44,2.15,12,,,,
05-01-2021 23:15,7F6ACD62,Delhi,3.73,3.68,3.66,12,,,,
05-01-2021 23:30,7F6ACD62,Delhi,1.43,1.44,1.41,11,,,,
05-01-2021 23:45,7F6ACD62,Delhi,2.68,2.98,2.79,24,,,,
01-01-2021 00:00,0653DAA9,Bengaluru,1.55,1.66,1.53,18,,,,
01-01-2021 00:15,0653DAA9,Bengaluru,4.5,4.42,4.37,19,,,,
01-01-2021 00:30,0653DAA9,Bengaluru,1.79,2.04,1.77,10,,,,
01-01-2021 00:45,0653DAA9,Bengaluru,3.11,3.07,3.03,34,,,,
01-01-2021 01:00,0653DAA9,Bengaluru,2.67,3.08,2.73,33,,,,
01-01-2021 01:15,0653DAA9,Bengaluru,3.14,3.2,2.99,33,,,,
01-01-2021 01:30,0653DAA9,Bengaluru,1.51,1.57,1.5,19,,,,
01-01-2021 01:45,0653DAA9,Bengaluru,2.46,2.66,2.49,40,,,,
01-01-2021 02:00,0653DAA9,Bengaluru,2.86,3.09,2.74,13,,,,
01-01-2021 02:15,0653DAA9,Bengaluru,2.85,2.89,2.72,13,,,,
01-01-2021 02:30,0653DAA9,Bengaluru,2.76,2.91,2.77,31,,,,
01-01-2021 02:45,0653DAA9,Bengaluru,4.01,3.96,3.86,18,,,,
01-01-2021 03:00,0653DAA9,Bengaluru,1.71,1.94,1.77,31,,,,
01-01-2021 03:15,0653DAA9,Bengaluru,0.48,0.55,0.49,10,,,,
01-01-2021 03:30,0653DAA9,Bengaluru,3.16,3.21,3.19,11,,,,
01-01-2021 03:45,0653DAA9,Bengaluru,4.76,4.67,4.56,40,,,,
01-01-2021 04:00,0653DAA9,Bengaluru,2.45,2.71,2.57,18,,,,
01-01-2021 04:15,0653DAA9,Bengaluru,0.64,0.66,0.61,36,,,,
01-01-2021 04:30,0653DAA9,Bengaluru,0.54,0.62,0.53,12,,,,
01-01-2021 04:45,0653DAA9,Bengaluru,3.48,3.86,3.33,14,,,,
01-01-2021 05:00,0653DAA9,Bengaluru,3.4,4,3.41,19,,,,
01-01-2021 05:15,0653DAA9,Bengaluru,2.01,2.1,2.1,12,,,,
01-01-2021 05:30,0653DAA9,Bengaluru,3.04,3.46,3.03,21,,,,
01-01-2021 05:45,0653DAA9,Bengaluru,1.99,2.21,1.94,28,,,,
01-01-2021 06:00,0653DAA9,Bengaluru,4.57,4.6,4.49,16,,,,
01-01-2021 06:15,0653DAA9,Bengaluru,1.67,1.87,1.74,25,,,,
01-01-2021 06:30,0653DAA9,Bengaluru,1.2,1.25,1.23,40,,,,
01-01-2021 06:45,0653DAA9,Bengaluru,1.43,1.48,1.37,38,,,,
01-01-2021 07:00,0653DAA9,Bengaluru,2.84,3.17,2.88,17,,,,
01-01-2021 07:15,0653DAA9,Bengaluru,4.02,4.2,4.12,28,,,,
01-01-2021 07:30,0653DAA9,Bengaluru,3.94,4.06,4.03,32,,,,
01-01-2021 07:45,0653DAA9,Bengaluru,4.42,4.4,4.32,25,,,,
01-01-2021 08:00,0653DAA9,Bengaluru,3.14,3.41,3.26,37,,,,
